"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Name.Basiswert.1","Name.Basiswert.2"
"Altersgruppen","bis 2 Jahre",2016,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",23,924,4016,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2016,"20 Hadern",19.4,512,2645,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2016,"21 Pasing - Obermenzing",22.7,866,3810,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2016,"22 Aubing - Lochhausen - Langwied",15.3,318,2079,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2016,"23 Allach - Untermenzing",18.6,300,1614,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2016,"24 Feldmoching - Hasenbergl",14.5,473,3264,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2016,"25 Laim",19.7,401,2037,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"Stadt München",20.7,14785,71315,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"01 Altstadt - Lehel",27,282,1044,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"02 Ludwigsvorstadt - Isarvorstadt",25.8,559,2163,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"03 Maxvorstadt",27.5,754,2740,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"04 Schwabing - West",20.5,418,2043,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"05 Au - Haidhausen",18.6,616,3314,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"06 Sendling",16.1,267,1658,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"07 Sendling - Westpark",24.2,639,2644,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"08 Schwanthalerhöhe",21.9,351,1604,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"09 Neuhausen - Nymphenburg",21.6,954,4407,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"10 Moosach",18.3,435,2373,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"11 Milbertshofen - Am Hart",18.8,632,3365,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"12 Schwabing - Freimann",28,1117,3988,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"13 Bogenhausen",21.7,923,4252,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"14 Berg am Laim",15.4,276,1797,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"15 Trudering - Riem",17.5,781,4460,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"16 Ramersdorf - Perlach",20.4,1290,6314,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"17 Obergiesing - Fasangarten",9.6,199,2067,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"18 Untergiesing - Harlaching",25,533,2131,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",23.3,910,3904,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"20 Hadern",19,494,2597,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"21 Pasing - Obermenzing",22.7,832,3673,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"22 Aubing - Lochhausen - Langwied",14,266,1894,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"23 Allach - Untermenzing",18.6,295,1587,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"24 Feldmoching - Hasenbergl",15.9,509,3205,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2015,"25 Laim",21.7,453,2091,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"Stadt München",19.7,13498,68679,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"01 Altstadt - Lehel",27,282,1044,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"02 Ludwigsvorstadt - Isarvorstadt",26,566,2174,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"03 Maxvorstadt",27.1,727,2682,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"04 Schwabing - West",21.3,413,1938,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"05 Au - Haidhausen",17.7,567,3197,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"06 Sendling",17.1,271,1583,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"07 Sendling - Westpark",21.1,495,2346,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"08 Schwanthalerhöhe",23.1,380,1645,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"09 Neuhausen - Nymphenburg",21.5,908,4216,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"10 Moosach",16.9,380,2250,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"11 Milbertshofen - Am Hart",17.5,584,3338,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"12 Schwabing - Freimann",26.8,1037,3875,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"13 Bogenhausen",18.3,731,3998,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"14 Berg am Laim",16.9,300,1778,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"15 Trudering - Riem",15.8,678,4285,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"16 Ramersdorf - Perlach",18.2,1121,6171,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"17 Obergiesing - Fasangarten",7.3,136,1855,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"18 Untergiesing - Harlaching",25.2,545,2159,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",21.1,759,3601,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"20 Hadern",17.7,441,2494,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"21 Pasing - Obermenzing",22.9,769,3365,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"22 Aubing - Lochhausen - Langwied",12.2,240,1960,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"23 Allach - Untermenzing",17,265,1557,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"24 Feldmoching - Hasenbergl",13.9,432,3105,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2014,"25 Laim",22.8,471,2063,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"Stadt München",18.7,12405,66309,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"01 Altstadt - Lehel",26.1,281,1077,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"02 Ludwigsvorstadt - Isarvorstadt",25.6,547,2133,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"03 Maxvorstadt",26.6,678,2552,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"04 Schwabing - West",20.6,383,1856,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"05 Au - Haidhausen",17.4,544,3118,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"06 Sendling",14.9,233,1565,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"07 Sendling - Westpark",21.5,494,2296,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"08 Schwanthalerhöhe",23.7,383,1616,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"09 Neuhausen - Nymphenburg",20.3,826,4061,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"10 Moosach",15.5,331,2139,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"11 Milbertshofen - Am Hart",16.7,545,3260,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"12 Schwabing - Freimann",25.1,904,3602,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"13 Bogenhausen",17.7,639,3604,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"14 Berg am Laim",15.4,266,1729,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"15 Trudering - Riem",15.3,645,4229,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"16 Ramersdorf - Perlach",17,1021,5997,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"17 Obergiesing - Fasangarten",7.3,132,1816,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"18 Untergiesing - Harlaching",24.3,508,2087,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",21.3,732,3437,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"20 Hadern",16.2,401,2479,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"21 Pasing - Obermenzing",22,731,3319,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"22 Aubing - Lochhausen - Langwied",10.8,202,1876,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"23 Allach - Untermenzing",13.8,211,1524,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"24 Feldmoching - Hasenbergl",13.2,396,3003,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2013,"25 Laim",19.2,372,1934,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"Stadt München",18,11595,64288,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"01 Altstadt - Lehel",26.4,285,1078,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"02 Ludwigsvorstadt - Isarvorstadt",28.5,636,2228,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"03 Maxvorstadt",29,747,2577,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"04 Schwabing - West",20.5,384,1877,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"05 Au - Haidhausen",18.2,565,3099,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"06 Sendling",16,265,1661,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"07 Sendling - Westpark",21.4,455,2123,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"08 Schwanthalerhöhe",22.5,344,1529,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"09 Neuhausen - Nymphenburg",20.6,792,3851,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"10 Moosach",14.3,295,2061,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"11 Milbertshofen - Am Hart",16.5,531,3218,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"12 Schwabing - Freimann",24.7,857,3471,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"13 Bogenhausen",13.1,425,3253,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"14 Berg am Laim",16,278,1742,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"15 Trudering - Riem",12.8,533,4178,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"16 Ramersdorf - Perlach",15.5,910,5887,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"17 Obergiesing - Fasangarten",8.9,164,1841,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"18 Untergiesing - Harlaching",20,373,1867,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",20.3,667,3284,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"20 Hadern",13.4,327,2446,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"21 Pasing - Obermenzing",21.1,639,3022,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"22 Aubing - Lochhausen - Langwied",11,202,1841,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"23 Allach - Untermenzing",14.5,213,1471,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"24 Feldmoching - Hasenbergl",12.5,361,2887,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2012,"25 Laim",19.3,347,1796,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"Stadt München",16.8,10284,61312,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"01 Altstadt - Lehel",27.9,299,1071,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"02 Ludwigsvorstadt - Isarvorstadt",26.8,582,2170,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"03 Maxvorstadt",26.3,618,2346,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"04 Schwabing - West",19.2,356,1855,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"05 Au - Haidhausen",18,535,2978,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"06 Sendling",17.6,278,1579,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"07 Sendling - Westpark",22.6,475,2102,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"08 Schwanthalerhöhe",24,367,1532,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"09 Neuhausen - Nymphenburg",17.7,626,3538,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"10 Moosach",15.7,320,2043,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"11 Milbertshofen - Am Hart",15.1,464,3063,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"12 Schwabing - Freimann",21.3,668,3140,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"13 Bogenhausen",13.6,426,3140,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"14 Berg am Laim",15.9,271,1705,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"15 Trudering - Riem",12.5,505,4025,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"16 Ramersdorf - Perlach",12.8,726,5655,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"17 Obergiesing - Fasangarten",7.2,128,1784,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"18 Untergiesing - Harlaching",19.1,351,1840,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",18.1,547,3026,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"20 Hadern",11.4,265,2330,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"21 Pasing - Obermenzing",17.3,473,2731,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"22 Aubing - Lochhausen - Langwied",10.1,168,1669,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"23 Allach - Untermenzing",15.6,226,1446,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"24 Feldmoching - Hasenbergl",11.8,323,2740,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2011,"25 Laim",15.9,287,1804,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2010,"Stadt München",16.1,9416,58476,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2010,"01 Altstadt - Lehel",22.5,222,986,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2010,"02 Ludwigsvorstadt - Isarvorstadt",27.5,576,2091,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2010,"03 Maxvorstadt",25.6,562,2199,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2010,"04 Schwabing - West",19.2,342,1785,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2010,"05 Au - Haidhausen",16.4,457,2790,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2010,"06 Sendling",15.2,268,1767,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2010,"07 Sendling - Westpark",20,352,1761,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2010,"08 Schwanthalerhöhe",23.6,333,1412,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2010,"09 Neuhausen - Nymphenburg",16.7,560,3348,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2010,"10 Moosach",14.3,276,1935,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2010,"11 Milbertshofen - Am Hart",15.6,484,3106,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2010,"12 Schwabing - Freimann",20.7,619,2993,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2010,"13 Bogenhausen",12.8,385,3015,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2010,"14 Berg am Laim",14.2,224,1576,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2010,"15 Trudering - Riem",13,497,3831,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2010,"16 Ramersdorf - Perlach",13.2,704,5325,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2010,"17 Obergiesing - Fasangarten",8.4,150,1785,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","bis 2 Jahre",2010,"18 Untergiesing - Harlaching",15,241,1605,"betreute Kinder (bis 2 Jahre)","betreute Kinder (insgesamt)"
